CRUISE_ID.x,OPERATION_ID.x,ORGANISM_ID,SPECIES,SPECIES_GROUP_ID.x,cruise_op,length,maturity,sex,OPERATION_ID.y,OPERATION_STATUS,CRUISE_ID.y,SITE_NAME,START_TIME,START_LAT,START_LON,END_TIME,END_LAT,END_LON,END_LONdec,START_LONdec,START_LATdec,END_LATdec,date,TOW_WT,CRUISE_ID,OPERATION_ID,SPECIES_GROUP_ID.y,SPECIES_GROUP_NAME,year_file,spawning,start_time,month
201683,14,2,338,Gadus morhua (Atlantic cod),7,999,201683_14,333,Resting,M,14,Representative,201683,20-May,7/5/16 14:32,4238.918N,07017.623W,7/5/16 15:02,4240.397N,07017.810W,-70.29683333,-70.29371667,42.64863333,42.67328333,7/5/16,9.19,201683,14,7,999,Gadus morhua (Atlantic cod),1/2,FALSE,2016-07-05 14:32:00,07
201683,14,2,339,Gadus morhua (Atlantic cod),7,999,201683_14,296,Resting,M,14,Representative,201683,20-May,7/5/16 14:32,4238.918N,07017.623W,7/5/16 15:02,4240.397N,07017.810W,-70.29683333,-70.29371667,42.64863333,42.67328333,7/5/16,9.19,201683,14,7,999,Gadus morhua (Atlantic cod),1/2,FALSE,2016-07-05 14:32:00,07
201683,14,2,340,Gadus morhua (Atlantic cod),7,999,201683_14,407,Resting,F,14,Representative,201683,20-May,7/5/16 14:32,4238.918N,07017.623W,7/5/16 15:02,4240.397N,07017.810W,-70.29683333,-70.29371667,42.64863333,42.67328333,7/5/16,9.19,201683,14,7,999,Gadus morhua (Atlantic cod),1/2,FALSE,2016-07-05 14:32:00,07
201683,15,2,557,Gadus morhua (Atlantic cod),7,999,201683_15,502,Resting,F,15,Representative,201683,Nov-46,7/5/16 16:09,4245.122N,07014.019W,7/5/16 16:39,4246.045N,07015.542W,-70.25903333,-70.23365,42.75203333,42.76741667,7/5/16,87.27,201683,15,7,999,Gadus morhua (Atlantic cod),1/2,FALSE,2016-07-05 16:09:00,07
201683,15,2,558,Gadus morhua (Atlantic cod),7,999,201683_15,419,Resting,F,15,Representative,201683,Nov-46,7/5/16 16:09,4245.122N,07014.019W,7/5/16 16:39,4246.045N,07015.542W,-70.25903333,-70.23365,42.75203333,42.76741667,7/5/16,87.27,201683,15,7,999,Gadus morhua (Atlantic cod),1/2,FALSE,2016-07-05 16:09:00,07
201683,15,2,559,Gadus morhua (Atlantic cod),7,999,201683_15,470,Resting,F,15,Representative,201683,Nov-46,7/5/16 16:09,4245.122N,07014.019W,7/5/16 16:39,4246.045N,07015.542W,-70.25903333,-70.23365,42.75203333,42.76741667,7/5/16,87.27,201683,15,7,999,Gadus morhua (Atlantic cod),1/2,FALSE,2016-07-05 16:09:00,07
201683,15,2,560,Gadus morhua (Atlantic cod),7,999,201683_15,519,Resting,F,15,Representative,201683,Nov-46,7/5/16 16:09,4245.122N,07014.019W,7/5/16 16:39,4246.045N,07015.542W,-70.25903333,-70.23365,42.75203333,42.76741667,7/5/16,87.27,201683,15,7,999,Gadus morhua (Atlantic cod),1/2,FALSE,2016-07-05 16:09:00,07
201683,15,2,562,Gadus morhua (Atlantic cod),7,999,201683_15,3,Resting,F,15,Representative,201683,Nov-46,7/5/16 16:09,4245.122N,07014.019W,7/5/16 16:39,4246.045N,07015.542W,-70.25903333,-70.23365,42.75203333,42.76741667,7/5/16,87.27,201683,15,7,999,Gadus morhua (Atlantic cod),1/2,FALSE,2016-07-05 16:09:00,07
201683,15,2,563,Gadus morhua (Atlantic cod),7,999,201683_15,524,Resting,F,15,Representative,201683,Nov-46,7/5/16 16:09,4245.122N,07014.019W,7/5/16 16:39,4246.045N,07015.542W,-70.25903333,-70.23365,42.75203333,42.76741667,7/5/16,87.27,201683,15,7,999,Gadus morhua (Atlantic cod),1/2,FALSE,2016-07-05 16:09:00,07
201683,15,2,565,Gadus morhua (Atlantic cod),7,999,201683_15,508,Resting,F,15,Representative,201683,Nov-46,7/5/16 16:09,4245.122N,07014.019W,7/5/16 16:39,4246.045N,07015.542W,-70.25903333,-70.23365,42.75203333,42.76741667,7/5/16,87.27,201683,15,7,999,Gadus morhua (Atlantic cod),1/2,FALSE,2016-07-05 16:09:00,07
