CRUISE_ID.x,OPERATION_ID.x,ORGANISM_ID,SPECIES,SPECIES_GROUP_ID.x,cruise_op,length,maturity,sex,OPERATION_ID.y,OPERATION_STATUS,CRUISE_ID.y,SITE_NAME,START_TIME,START_LAT,START_LON,END_TIME,END_LAT,END_LON,END_LONdec,START_LONdec,START_LATdec,END_LATdec,date,TOW_WT,CRUISE_ID,OPERATION_ID,SPECIES_GROUP_ID.y,SPECIES_GROUP_NAME,year_file,spawning,start_time,month
201680,4,222,Gadus morhua (Atlantic cod),7,999,201680_4,122,Resting,F,4,Representative,201680,Aug-34,4/18/16 13:44,4209.141N,07003.976W,4/18/16 14:15,4207.861N,07003.031W,-70.05051667,-70.06626667,42.15235,42.13101667,4/18/16,3.9,201680,4,7,999,Gadus morhua (Atlantic cod),1/2,FALSE,2016-04-18 13:44:00,04
201680,4,223,Gadus morhua (Atlantic cod),7,999,201680_4,224,Resting,F,4,Representative,201680,Aug-34,4/18/16 13:44,4209.141N,07003.976W,4/18/16 14:15,4207.861N,07003.031W,-70.05051667,-70.06626667,42.15235,42.13101667,4/18/16,3.9,201680,4,7,999,Gadus morhua (Atlantic cod),1/2,FALSE,2016-04-18 13:44:00,04
201680,6,337,Gadus morhua (Atlantic cod),7,999,201680_6,136,Resting,F,6,Representative,201680,Aug-35,4/18/16 15:29,4204.995N,07000.789W,4/18/16 16:00,4206.161N,07001.309W,-70.02181667,-70.01315,42.08325,42.10268333,4/18/16,2.73,201680,6,7,999,Gadus morhua (Atlantic cod),1/2,FALSE,2016-04-18 15:29:00,04
201680,13,949,Gadus morhua (Atlantic cod),7,999,201680_13,318,Spent,F,13,Representative,201680,7-78 ALT,4/19/16 15:53,4213.380N,07035.971W,4/19/16 16:23,4214.557N,07037.122W,-70.6187,-70.59951667,42.223,42.24261667,4/19/16,2.42,201680,13,7,999,Gadus morhua (Atlantic cod),1/2,FALSE,2016-04-19 15:53:00,04
201680,14,1,496,Gadus morhua (Atlantic cod),7,999,201680_14,368,Resting,M,14,Representative,201680,30-Jul,4/20/16 20:12,4223.242N,07031.337W,4/20/16 20:42,4224.638N,07032.056W,-70.53426667,-70.52228333,42.38736667,42.41063333,4/20/16,7.5,201680,14,7,999,Gadus morhua (Atlantic cod),1/2,FALSE,2016-04-20 20:12:00,04
201680,15,1,724,Gadus morhua (Atlantic cod),7,999,201680_15,293,Resting,F,15,Representative,201680,4-66 ALT,4/20/16 22:16,4231.446N,07034.891W,4/20/16 22:45,4231.972N,07033.265W,-70.55441667,-70.58151667,42.5241,42.53286667,4/20/16,35.18,201680,15,7,999,Gadus morhua (Atlantic cod),1/2,FALSE,2016-04-20 22:16:00,04
201680,15,1,726,Gadus morhua (Atlantic cod),7,999,201680_15,220,Resting,F,15,Representative,201680,4-66 ALT,4/20/16 22:16,4231.446N,07034.891W,4/20/16 22:45,4231.972N,07033.265W,-70.55441667,-70.58151667,42.5241,42.53286667,4/20/16,35.18,201680,15,7,999,Gadus morhua (Atlantic cod),1/2,FALSE,2016-04-20 22:16:00,04
201680,15,1,727,Gadus morhua (Atlantic cod),7,999,201680_15,273,Resting,M,15,Representative,201680,4-66 ALT,4/20/16 22:16,4231.446N,07034.891W,4/20/16 22:45,4231.972N,07033.265W,-70.55441667,-70.58151667,42.5241,42.53286667,4/20/16,35.18,201680,15,7,999,Gadus morhua (Atlantic cod),1/2,FALSE,2016-04-20 22:16:00,04
201680,15,1,728,Gadus morhua (Atlantic cod),7,999,201680_15,211,Resting,M,15,Representative,201680,4-66 ALT,4/20/16 22:16,4231.446N,07034.891W,4/20/16 22:45,4231.972N,07033.265W,-70.55441667,-70.58151667,42.5241,42.53286667,4/20/16,35.18,201680,15,7,999,Gadus morhua (Atlantic cod),1/2,FALSE,2016-04-20 22:16:00,04
201680,15,1,733,Gadus morhua (Atlantic cod),7,999,201680_15,343,Resting,M,15,Representative,201680,4-66 ALT,4/20/16 22:16,4231.446N,07034.891W,4/20/16 22:45,4231.972N,07033.265W,-70.55441667,-70.58151667,42.5241,42.53286667,4/20/16,35.18,201680,15,7,999,Gadus morhua (Atlantic cod),1/2,FALSE,2016-04-20 22:16:00,04
201680,15,1,734,Gadus morhua (Atlantic cod),7,999,201680_15,313,Resting,M,15,Representative,201680,4-66 ALT,4/20/16 22:16,4231.446N,07034.891W,4/20/16 22:45,4231.972N,07033.265W,-70.55441667,-70.58151667,42.5241,42.53286667,4/20/16,35.18,201680,15,7,999,Gadus morhua (Atlantic cod),1/2,FALSE,2016-04-20 22:16:00,04
201680,15,1,735,Gadus morhua (Atlantic cod),7,999,201680_15,273,Resting,M,15,Representative,201680,4-66 ALT,4/20/16 22:16,4231.446N,07034.891W,4/20/16 22:45,4231.972N,07033.265W,-70.55441667,-70.58151667,42.5241,42.53286667,4/20/16,35.18,201680,15,7,999,Gadus morhua (Atlantic cod),1/2,FALSE,2016-04-20 22:16:00,04
201680,16,2,187,Gadus morhua (Atlantic cod),7,999,201680_16,215,Resting,M,16,Representative,201680,24-Jun,4/21/16 9:48,4255.564N,06931.096W,4/21/16 10:18,4255.424N,06932.939W,-69.54898333,-69.51826667,42.92606667,42.92373333,4/21/16,1.18,201680,16,7,999,Gadus morhua (Atlantic cod),1/2,FALSE,2016-04-21 09:48:00,04
201680,20,2,784,Gadus morhua (Atlantic cod),7,999,201680_20,520,Resting,F,20,Representative,201680,Nov-50,4/21/16 17:35,4245.831N,06956.303W,4/21/16 18:05,4247.056N,06956.937W,-69.94895,-69.93838333,42.76385,42.78426667,4/21/16,32.17,201680,20,7,999,Gadus morhua (Atlantic cod),1/2,FALSE,2016-04-21 17:35:00,04
