CRUISE_ID.x,OPERATION_ID.x,ORGANISM_ID,SPECIES,SPECIES_GROUP_ID.x,cruise_op,length,maturity,sex,OPERATION_ID.y,OPERATION_STATUS,CRUISE_ID.y,SITE_NAME,START_TIME,START_LAT,START_LON,END_TIME,END_LAT,END_LON,END_LONdec,START_LONdec,START_LATdec,END_LATdec,date,TOW_WT,CRUISE_ID,OPERATION_ID,SPECIES_GROUP_ID.y,SPECIES_GROUP_NAME,year_file,spawning,start_time,month
201684,13,1,764,Gadus morhua (Atlantic cod),7,999,201684_13,283,Resting,M,13,Representative,201684,11-48 OCT,10/7/16 16:32,4216.277N,07002.838W,10/7/16 17:02,4215.909N,07004.676W,-70.07793333,-70.0473,42.27128333,42.26515,10/7/16,13.3,201684,13,7,999,Gadus morhua (Atlantic cod),1/2,FALSE,2016-10-07 16:32:00,10
201684,13,1,765,Gadus morhua (Atlantic cod),7,999,201684_13,261,Resting,F,13,Representative,201684,11-48 OCT,10/7/16 16:32,4216.277N,07002.838W,10/7/16 17:02,4215.909N,07004.676W,-70.07793333,-70.0473,42.27128333,42.26515,10/7/16,13.3,201684,13,7,999,Gadus morhua (Atlantic cod),1/2,FALSE,2016-10-07 16:32:00,10
201684,13,1,766,Gadus morhua (Atlantic cod),7,999,201684_13,300,Resting,F,13,Representative,201684,11-48 OCT,10/7/16 16:32,4216.277N,07002.838W,10/7/16 17:02,4215.909N,07004.676W,-70.07793333,-70.0473,42.27128333,42.26515,10/7/16,13.3,201684,13,7,999,Gadus morhua (Atlantic cod),1/2,FALSE,2016-10-07 16:32:00,10
201684,13,1,767,Gadus morhua (Atlantic cod),7,999,201684_13,283,Resting,F,13,Representative,201684,11-48 OCT,10/7/16 16:32,4216.277N,07002.838W,10/7/16 17:02,4215.909N,07004.676W,-70.07793333,-70.0473,42.27128333,42.26515,10/7/16,13.3,201684,13,7,999,Gadus morhua (Atlantic cod),1/2,FALSE,2016-10-07 16:32:00,10
201684,13,1,768,Gadus morhua (Atlantic cod),7,999,201684_13,215,Resting,M,13,Representative,201684,11-48 OCT,10/7/16 16:32,4216.277N,07002.838W,10/7/16 17:02,4215.909N,07004.676W,-70.07793333,-70.0473,42.27128333,42.26515,10/7/16,13.3,201684,13,7,999,Gadus morhua (Atlantic cod),1/2,FALSE,2016-10-07 16:32:00,10
201684,13,1,769,Gadus morhua (Atlantic cod),7,999,201684_13,300,Resting,M,13,Representative,201684,11-48 OCT,10/7/16 16:32,4216.277N,07002.838W,10/7/16 17:02,4215.909N,07004.676W,-70.07793333,-70.0473,42.27128333,42.26515,10/7/16,13.3,201684,13,7,999,Gadus morhua (Atlantic cod),1/2,FALSE,2016-10-07 16:32:00,10
201684,14,2,037,Gadus morhua (Atlantic cod),7,999,201684_14,397,Resting,F,14,Representative,201684,11-50 OCT,10/7/16 18:58,4223.535N,07009.628W,10/7/16 19:23,4223.123N,07011.150W,-70.18583333,-70.16046667,42.39225,42.38538333,10/7/16,762.65,201684,14,7,999,Gadus morhua (Atlantic cod),1/2,FALSE,2016-10-07 18:58:00,10
201684,14,2,038,Gadus morhua (Atlantic cod),7,999,201684_14,215,Resting,F,14,Representative,201684,11-50 OCT,10/7/16 18:58,4223.535N,07009.628W,10/7/16 19:23,4223.123N,07011.150W,-70.18583333,-70.16046667,42.39225,42.38538333,10/7/16,762.65,201684,14,7,999,Gadus morhua (Atlantic cod),1/2,FALSE,2016-10-07 18:58:00,10
201684,14,2,039,Gadus morhua (Atlantic cod),7,999,201684_14,288,Resting,M,14,Representative,201684,11-50 OCT,10/7/16 18:58,4223.535N,07009.628W,10/7/16 19:23,4223.123N,07011.150W,-70.18583333,-70.16046667,42.39225,42.38538333,10/7/16,762.65,201684,14,7,999,Gadus morhua (Atlantic cod),1/2,FALSE,2016-10-07 18:58:00,10
201684,14,2,040,Gadus morhua (Atlantic cod),7,999,201684_14,215,Resting,M,14,Representative,201684,11-50 OCT,10/7/16 18:58,4223.535N,07009.628W,10/7/16 19:23,4223.123N,07011.150W,-70.18583333,-70.16046667,42.39225,42.38538333,10/7/16,762.65,201684,14,7,999,Gadus morhua (Atlantic cod),1/2,FALSE,2016-10-07 18:58:00,10
