CRUISE_ID.x,OPERATION_ID.x,ORGANISM_ID,SPECIES,SPECIES_GROUP_ID.x,cruise_op,length,maturity,sex,OPERATION_ID.y,OPERATION_STATUS,CRUISE_ID.y,SITE_NAME,START_TIME,START_LAT,START_LON,END_TIME,END_LAT,END_LON,END_LONdec,START_LONdec,START_LATdec,END_LATdec,date,TOW_WT,CRUISE_ID,OPERATION_ID,SPECIES_GROUP_ID.y,SPECIES_GROUP_NAME,year_file,spawning,start_time,month
201681,3,195,Gadus morhua (Atlantic cod),7,999,201681_3,127,Ripe & Running,M,3,Representative,201681,29-Jul,5/9/16 9:15,4212.533N,07035.072W,5/9/16 9:45,4211.655N,07033.639W,-70.56065,-70.58453333,42.20888333,42.19425,5/9/16,4.3,201681,3,7,999,Gadus morhua (Atlantic cod),1/2,TRUE,2016-05-09 09:15:00,05
201681,26,6,541,Gadus morhua (Atlantic cod),7,999,201681_26,402,Ripe & Running,M,26,Representative,201681,17-Apr,5/17/16 16:45,4232.086N,07042.700W,5/17/16 17:15,4230.627N,07042.543W,-70.70905,-70.71166667,42.53476667,42.51045,5/17/16,21.79,201681,26,7,999,Gadus morhua (Atlantic cod),1/2,TRUE,2016-05-17 16:45:00,05
201681,26,6,542,Gadus morhua (Atlantic cod),7,999,201681_26,296,Ripe & Running,F,26,Representative,201681,17-Apr,5/17/16 16:45,4232.086N,07042.700W,5/17/16 17:15,4230.627N,07042.543W,-70.70905,-70.71166667,42.53476667,42.51045,5/17/16,21.79,201681,26,7,999,Gadus morhua (Atlantic cod),1/2,TRUE,2016-05-17 16:45:00,05
201681,26,6,544,Gadus morhua (Atlantic cod),7,999,201681_26,273,Ripe,F,26,Representative,201681,17-Apr,5/17/16 16:45,4232.086N,07042.700W,5/17/16 17:15,4230.627N,07042.543W,-70.70905,-70.71166667,42.53476667,42.51045,5/17/16,21.79,201681,26,7,999,Gadus morhua (Atlantic cod),1/2,TRUE,2016-05-17 16:45:00,05
201681,26,6,549,Gadus morhua (Atlantic cod),7,999,201681_26,206,Ripe & Running,M,26,Representative,201681,17-Apr,5/17/16 16:45,4232.086N,07042.700W,5/17/16 17:15,4230.627N,07042.543W,-70.70905,-70.71166667,42.53476667,42.51045,5/17/16,21.79,201681,26,7,999,Gadus morhua (Atlantic cod),1/2,TRUE,2016-05-17 16:45:00,05
201681,26,6,551,Gadus morhua (Atlantic cod),7,999,201681_26,206,Ripe & Running,M,26,Representative,201681,17-Apr,5/17/16 16:45,4232.086N,07042.700W,5/17/16 17:15,4230.627N,07042.543W,-70.70905,-70.71166667,42.53476667,42.51045,5/17/16,21.79,201681,26,7,999,Gadus morhua (Atlantic cod),1/2,TRUE,2016-05-17 16:45:00,05
201681,44,10,291,Gadus morhua (Atlantic cod),7,999,201681_44,492,Ripe,F,44,Representative,201681,20-May,5/19/16 13:05,4256.888N,07025.796W,5/19/16 13:30,4257.595N,07026.462W,-70.44103333,-70.42993333,42.94813333,42.95991667,5/19/16,86.34,201681,44,7,999,Gadus morhua (Atlantic cod),1/2,TRUE,2016-05-19 13:05:00,05
201681,44,10,294,Gadus morhua (Atlantic cod),7,999,201681_44,338,Ripe,F,44,Representative,201681,20-May,5/19/16 13:05,4256.888N,07025.796W,5/19/16 13:30,4257.595N,07026.462W,-70.44103333,-70.42993333,42.94813333,42.95991667,5/19/16,86.34,201681,44,7,999,Gadus morhua (Atlantic cod),1/2,TRUE,2016-05-19 13:05:00,05
201681,44,10,298,Gadus morhua (Atlantic cod),7,999,201681_44,442,Ripe,F,44,Representative,201681,20-May,5/19/16 13:05,4256.888N,07025.796W,5/19/16 13:30,4257.595N,07026.462W,-70.44103333,-70.42993333,42.94813333,42.95991667,5/19/16,86.34,201681,44,7,999,Gadus morhua (Atlantic cod),1/2,TRUE,2016-05-19 13:05:00,05
201681,44,10,313,Gadus morhua (Atlantic cod),7,999,201681_44,384,Ripe,M,44,Representative,201681,20-May,5/19/16 13:05,4256.888N,07025.796W,5/19/16 13:30,4257.595N,07026.462W,-70.44103333,-70.42993333,42.94813333,42.95991667,5/19/16,86.34,201681,44,7,999,Gadus morhua (Atlantic cod),1/2,TRUE,2016-05-19 13:05:00,05
