"CRUISE_ID","OPERATION_ID","ORGANISM_ID","maturity","sex","spawning","month","date"
201680,4,"222","Resting","F",FALSE,"04","4/18/16"
201680,4,"223","Resting","F",FALSE,"04","4/18/16"
201680,6,"337","Resting","F",FALSE,"04","4/18/16"
201680,13,"949","Spent","F",FALSE,"04","4/19/16"
201680,14,"1,496","Resting","M",FALSE,"04","4/20/16"
201680,15,"1,724","Resting","F",FALSE,"04","4/20/16"
201680,15,"1,726","Resting","F",FALSE,"04","4/20/16"
201680,15,"1,727","Resting","M",FALSE,"04","4/20/16"
201680,15,"1,728","Resting","M",FALSE,"04","4/20/16"
201680,15,"1,733","Resting","M",FALSE,"04","4/20/16"
201680,15,"1,734","Resting","M",FALSE,"04","4/20/16"
201680,15,"1,735","Resting","M",FALSE,"04","4/20/16"
201680,16,"2,187","Resting","M",FALSE,"04","4/21/16"
201680,20,"2,784","Resting","F",FALSE,"04","4/21/16"
201680,22,"3,159","Resting","M",FALSE,"04","4/21/16"
201680,22,"3,160","Resting","F",FALSE,"04","4/21/16"
201680,22,"3,161","Resting","M",FALSE,"04","4/21/16"
201680,23,"3,549","Resting","M",FALSE,"04","4/21/16"
201680,23,"3,550","Resting","F",FALSE,"04","4/21/16"
201680,23,"3,551","Resting","F",FALSE,"04","4/21/16"
201680,29,"4,192","Resting","F",FALSE,"04","4/22/16"
201680,32,"4,487","Resting","F",FALSE,"04","4/22/16"
201680,32,"4,490","Resting","F",FALSE,"04","4/22/16"
201680,35,"5,206","Resting","F",FALSE,"04","4/24/16"
201680,35,"5,207","Resting","M",FALSE,"04","4/24/16"
201680,36,"5,510","Resting","M",FALSE,"04","4/25/16"
201680,36,"5,511","Resting","M",FALSE,"04","4/25/16"
201680,36,"5,513","Resting","M",FALSE,"04","4/25/16"
201680,36,"5,514","Resting","M",FALSE,"04","4/25/16"
201680,36,"5,515","Resting","F",FALSE,"04","4/25/16"
201680,36,"5,516","Resting","F",FALSE,"04","4/25/16"
201680,38,"6,164","Resting","F",FALSE,"04","4/25/16"
201680,42,"6,624","Resting","M",FALSE,"04","4/25/16"
201680,42,"6,625","Resting","F",FALSE,"04","4/25/16"
201681,3,"194","Resting","F",FALSE,"05","5/9/16"
201681,3,"196","Resting","M",FALSE,"05","5/9/16"
201681,10,"2,473","Resting","F",FALSE,"05","5/9/16"
201681,11,"2,812","Resting","F",FALSE,"05","5/9/16"
201681,25,"6,059","Resting","M",FALSE,"05","5/17/16"
201681,25,"6,060","Resting","M",FALSE,"05","5/17/16"
201681,25,"6,061","Resting","F",FALSE,"05","5/17/16"
201681,25,"6,062","Resting","F",FALSE,"05","5/17/16"
201681,25,"6,063","Resting","F",FALSE,"05","5/17/16"
201681,25,"6,066","Resting","M",FALSE,"05","5/17/16"
201681,26,"6,545","Spent","F",FALSE,"05","5/17/16"
201681,26,"6,546","Resting","F",FALSE,"05","5/17/16"
201681,27,"7,129","Resting","F",FALSE,"05","5/17/16"
201681,27,"7,131","Resting","F",FALSE,"05","5/17/16"
201681,29,"7,477","Resting","F",FALSE,"05","5/17/16"
201681,29,"7,478","Resting","F",FALSE,"05","5/17/16"
201681,29,"7,479","Resting","F",FALSE,"05","5/17/16"
201681,32,"7,986","Resting","F",FALSE,"05","5/18/16"
201681,39,"9,220","Resting","F",FALSE,"05","5/18/16"
201681,39,"9,221","Resting","M",FALSE,"05","5/18/16"
201681,41,"9,511","Resting","F",FALSE,"05","5/18/16"
201681,41,"9,512","Resting","F",FALSE,"05","5/18/16"
201681,41,"9,513","Resting","F",FALSE,"05","5/18/16"
201681,41,"9,514","Resting","F",FALSE,"05","5/18/16"
201681,41,"9,515","Resting","F",FALSE,"05","5/18/16"
201681,41,"9,516","Resting","M",FALSE,"05","5/18/16"
201681,41,"9,517","Resting","F",FALSE,"05","5/18/16"
201681,41,"9,522","Resting","F",FALSE,"05","5/18/16"
201681,41,"9,526","Resting","M",FALSE,"05","5/18/16"
201681,41,"9,529","Resting","F",FALSE,"05","5/18/16"
201681,41,"9,530","Resting","F",FALSE,"05","5/18/16"
201681,41,"9,531","Resting","F",FALSE,"05","5/18/16"
201681,41,"9,532","Resting","F",FALSE,"05","5/18/16"
201681,41,"9,533","Resting","M",FALSE,"05","5/18/16"
201681,41,"9,534","Resting","F",FALSE,"05","5/18/16"
201681,41,"9,536","Resting","M",FALSE,"05","5/18/16"
201681,41,"9,538","Resting","M",FALSE,"05","5/18/16"
201681,44,"10,290","Resting","M",FALSE,"05","5/19/16"
201681,44,"10,295","Resting","M",FALSE,"05","5/19/16"
201681,44,"10,296","Resting","M",FALSE,"05","5/19/16"
201681,44,"10,297","Resting","M",FALSE,"05","5/19/16"
201681,44,"10,300","Resting","F",FALSE,"05","5/19/16"
201681,44,"10,302","Resting","F",FALSE,"05","5/19/16"
201681,44,"10,304","Resting","F",FALSE,"05","5/19/16"
201681,44,"10,305","Resting","M",FALSE,"05","5/19/16"
201681,44,"10,306","Resting","M",FALSE,"05","5/19/16"
201681,44,"10,310","Resting","F",FALSE,"05","5/19/16"
201681,44,"10,312","Resting","F",FALSE,"05","5/19/16"
201681,44,"10,314","Resting","M",FALSE,"05","5/19/16"
201681,44,"10,315","Resting","F",FALSE,"05","5/19/16"
201681,44,"10,318","Resting","M",FALSE,"05","5/19/16"
201681,44,"10,320","Resting","M",FALSE,"05","5/19/16"
201681,44,"10,321","Resting","M",FALSE,"05","5/19/16"
201681,44,"10,323","Resting","M",FALSE,"05","5/19/16"
201681,44,"10,326","Resting","M",FALSE,"05","5/19/16"
201681,44,"10,327","Resting","F",FALSE,"05","5/19/16"
201681,45,"11,020","Resting","F",FALSE,"05","5/19/16"
201681,45,"11,021","Resting","F",FALSE,"05","5/19/16"
201681,45,"11,023","Resting","M",FALSE,"05","5/19/16"
201681,45,"11,024","Resting","F",FALSE,"05","5/19/16"
201681,45,"11,025","Resting","F",FALSE,"05","5/19/16"
201681,45,"11,026","Resting","F",FALSE,"05","5/19/16"
201681,45,"11,027","Resting","M",FALSE,"05","5/19/16"
201681,45,"11,028","Resting","F",FALSE,"05","5/19/16"
201681,45,"11,029","Resting","F",FALSE,"05","5/19/16"
201681,45,"11,030","Resting","M",FALSE,"05","5/19/16"
201681,45,"11,031","Resting","M",FALSE,"05","5/19/16"
201681,45,"11,032","Resting","F",FALSE,"05","5/19/16"
201681,45,"11,033","Resting","F",FALSE,"05","5/19/16"
201681,45,"11,034","Resting","F",FALSE,"05","5/19/16"
201681,45,"11,035","Resting","M",FALSE,"05","5/19/16"
201681,45,"11,036","Resting","F",FALSE,"05","5/19/16"
201681,45,"11,038","Resting","M",FALSE,"05","5/19/16"
201681,45,"11,040","Resting","M",FALSE,"05","5/19/16"
201681,45,"11,042","Resting","F",FALSE,"05","5/19/16"
201681,45,"11,047","Resting","F",FALSE,"05","5/19/16"
201681,45,"11,048","Resting","F",FALSE,"05","5/19/16"
201681,45,"11,049","Resting","F",FALSE,"05","5/19/16"
201681,45,"11,050","Resting","F",FALSE,"05","5/19/16"
201681,46,"11,355","Resting","F",FALSE,"05","5/19/16"
201681,46,"11,356","Resting","M",FALSE,"05","5/19/16"
201682,8,"2,319","Resting","M",FALSE,"06","6/11/16"
201682,14,"3,771","Resting","F",FALSE,"06","6/14/16"
201682,20,"4,266","Resting","F",FALSE,"06","6/16/16"
201682,20,"4,268","Resting","F",FALSE,"06","6/16/16"
201682,20,"4,270","Resting","M",FALSE,"06","6/16/16"
201682,20,"4,271","Resting","F",FALSE,"06","6/16/16"
201682,20,"4,272","Resting","F",FALSE,"06","6/16/16"
201682,20,"4,273","Resting","M",FALSE,"06","6/16/16"
201682,20,"4,274","Resting","F",FALSE,"06","6/16/16"
201682,20,"4,276","Resting","M",FALSE,"06","6/16/16"
201682,20,"4,277","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,790","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,792","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,793","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,794","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,795","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,796","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,797","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,798","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,799","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,800","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,801","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,802","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,803","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,804","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,805","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,806","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,810","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,812","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,813","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,815","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,816","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,817","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,818","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,819","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,820","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,821","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,822","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,823","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,824","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,825","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,828","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,829","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,832","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,833","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,834","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,839","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,840","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,841","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,842","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,843","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,844","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,845","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,846","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,847","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,848","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,849","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,850","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,852","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,853","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,854","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,857","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,859","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,861","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,864","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,866","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,869","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,872","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,875","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,879","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,883","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,884","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,888","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,890","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,891","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,892","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,896","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,897","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,902","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,906","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,907","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,912","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,914","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,915","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,917","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,918","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,919","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,929","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,931","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,932","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,935","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,936","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,937","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,941","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,942","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,944","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,945","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,946","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,947","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,948","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,952","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,964","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,969","Resting","M",FALSE,"06","6/16/16"
201682,21,"4,972","Resting","F",FALSE,"06","6/16/16"
201682,21,"4,975","Resting","F",FALSE,"06","6/16/16"
