"CRUISE_ID","OPERATION_ID","ORGANISM_ID","maturity","sex","spawning","month","date"
201680,6,"336","Ripe","M",TRUE,"04","4/18/16"
201680,15,"1,731","Ripe","F",TRUE,"04","4/20/16"
201680,15,"1,736","Ripe","M",TRUE,"04","4/20/16"
201680,15,"1,737","Ripe","M",TRUE,"04","4/20/16"
201680,15,"1,740","Ripe & Running","M",TRUE,"04","4/20/16"
201680,15,"1,741","Ripe & Running","M",TRUE,"04","4/20/16"
201680,36,"5,512","Ripe & Running","M",TRUE,"04","4/25/16"
201680,36,"5,517","Ripe","M",TRUE,"04","4/25/16"
201680,36,"5,518","Ripe","M",TRUE,"04","4/25/16"
201680,36,"5,519","Ripe","M",TRUE,"04","4/25/16"
201680,44,"6,950","Ripe & Running","M",TRUE,"04","4/25/16"
201680,44,"6,953","Ripe","F",TRUE,"04","4/25/16"
201680,45,"7,240","Ripe","M",TRUE,"04","4/26/16"
201680,48,"7,367","Ripe","M",TRUE,"04","4/28/16"
201681,3,"195","Ripe & Running","M",TRUE,"05","5/9/16"
201681,26,"6,541","Ripe & Running","M",TRUE,"05","5/17/16"
201681,26,"6,542","Ripe & Running","F",TRUE,"05","5/17/16"
201681,26,"6,544","Ripe","F",TRUE,"05","5/17/16"
201681,26,"6,549","Ripe & Running","M",TRUE,"05","5/17/16"
201681,26,"6,551","Ripe & Running","M",TRUE,"05","5/17/16"
201681,44,"10,291","Ripe","F",TRUE,"05","5/19/16"
201681,44,"10,294","Ripe","F",TRUE,"05","5/19/16"
201681,44,"10,298","Ripe","F",TRUE,"05","5/19/16"
201681,44,"10,313","Ripe","M",TRUE,"05","5/19/16"
201681,44,"10,325","Ripe","F",TRUE,"05","5/19/16"
201681,45,"11,044","Ripe","F",TRUE,"05","5/19/16"
201681,45,"11,045","Ripe","F",TRUE,"05","5/19/16"
201681,46,"11,357","Ripe","M",TRUE,"05","5/19/16"
201681,47,"11,789","Ripe & Running","M",TRUE,"05","5/19/16"
201681,47,"11,790","Ripe & Running","M",TRUE,"05","5/19/16"
201681,47,"11,791","Ripe & Running","M",TRUE,"05","5/19/16"
201681,47,"11,792","Ripe & Running","M",TRUE,"05","5/19/16"
201683,19,"4,310","Ripe & Running","M",TRUE,"07","7/5/16"
201683,19,"4,311","Ripe & Running","M",TRUE,"07","7/5/16"
201683,19,"4,312","Ripe & Running","M",TRUE,"07","7/5/16"
201683,19,"4,314","Ripe & Running","M",TRUE,"07","7/5/16"
201683,19,"4,315","Ripe & Running","M",TRUE,"07","7/5/16"
201683,19,"4,316","Ripe & Running","M",TRUE,"07","7/5/16"
201684,79,"16,603","Ripe","M",TRUE,"11","11/19/16"
201684,79,"16,605","Ripe & Running","M",TRUE,"11","11/19/16"
201684,79,"16,606","Ripe & Running","M",TRUE,"11","11/19/16"
201684,89,"18,002","Ripe","M",TRUE,"11","11/25/16"
201684,89,"18,003","Ripe","M",TRUE,"11","11/25/16"
201684,89,"18,017","Ripe & Running","M",TRUE,"11","11/25/16"
201684,90,"18,360","Ripe & Running","M",TRUE,"11","11/25/16"
201684,100,"20,960","Ripe","F",TRUE,"11","11/28/16"
