,air_temperatures_deg_f,atmospheric_pressure_mb,grid_id,month,visibility_m,wave_height_m,wave_period_s,wind_direction_degrees,wind_gust_m/s,wind_speed_m/s
0,36.92235490690042,1013.5564827909992,13.0,1,2653.385838141154,2.78927577546042,8.20349842579061,212.22207329618948,11.662900871547015,9.321211951710406
1,36.388382997118946,1013.7862363332663,13.0,2,2697.461602217189,2.754248796065155,8.294778929558712,210.21406080049798,11.102891654251513,8.863606452116912
2,35.74580194315367,1013.7208677758199,13.0,3,2757.9753162867355,2.417154525728562,7.747554988957712,216.53596552926476,10.65826227575921,8.644267320499162
3,40.19444560497124,1014.7790174931002,13.0,4,2700.831876050464,1.9216038963098414,7.884343173498023,198.7286221966019,8.236362580709768,6.790309030131665
4,46.99297013517442,1015.648108137206,13.0,5,2528.4061607917456,1.3485813061930942,7.4180026542543915,185.54480801208146,6.437710195177752,5.412634411827783
5,54.46871615857187,1013.7289271712399,13.0,6,2591.3210748052275,1.194286644799201,7.268285342678372,200.16501539480586,6.012885870611857,5.081637247727415
6,62.12743075037783,1014.300165049025,13.0,7,2367.93403261713,1.1173322714652552,7.349192615349517,194.8584951627079,5.469584734532101,4.616991446619783
7,66.16152093623676,1015.3185868840322,13.0,8,2627.788849183618,1.0037488670986354,7.146937599258296,194.938334641417,5.659340072066209,4.753811812328884
8,63.44910140485458,1018.2641737219227,13.0,9,2669.8991341663577,1.2748157505388253,7.373445894475656,181.22145209948417,6.81985677034344,5.670946758276811
9,56.37408867987921,1015.8158966735687,13.0,10,2718.919921514162,1.8970044930632897,7.523272481392887,196.66935547034333,9.021080048924851,7.395588463349118
10,48.19903454182718,1015.5684131743296,13.0,11,2797.822521745439,2.0837846908114717,7.445296522145349,210.74301143119774,9.878837629465469,7.972658970151152
11,41.90658966736892,1016.2087405845687,13.0,12,2759.2925164171133,2.2318718831382913,7.5549430624530585,215.39959873777394,10.536043719545635,8.435090146138855
12,36.922350895160726,1013.5564837949456,14.0,1,2653.3858085718307,2.7892752312956794,8.203497514440457,212.22207790069956,11.662901487828057,9.321212394357978
13,36.388377315730644,1013.7862392560627,14.0,2,2697.4617434896863,2.754248022749173,8.294777772638124,210.21406296687002,11.102891894528904,8.863606582865959
14,35.74580151382115,1013.7208664898145,14.0,3,2757.975512513248,2.4171541183023075,7.747554271208413,216.53595302319337,10.658262775431176,8.644267720408562
15,40.19444632265797,1014.7790172232224,14.0,4,2700.8321820571673,1.9216036010124176,7.884342507657348,198.72862833677212,8.236362923080465,6.7903092779072205
16,46.99297238024374,1015.6481090774913,14.0,5,2528.4065910652716,1.3485810862269751,7.418002112755038,185.5448077030347,6.437710396464153,5.412634560313166
17,54.46871770853058,1013.7289268777333,14.0,6,2591.3213223815355,1.1942864513999942,7.268284792994769,200.16502255064015,6.012886144912956,5.081637456874983
18,62.127431329758096,1014.3001645262699,14.0,7,2367.9342585152804,1.1173320693013056,7.34919212214237,194.858497641026,5.469584985436717,4.616991678394564
19,66.16152045664296,1015.3185867440227,14.0,8,2627.789088349398,1.0037486913291755,7.146937440251343,194.93833589197584,5.659339712421049,4.753811537766594
20,63.449099373979955,1018.2641734517074,14.0,9,2669.899054295409,1.2748156364909504,7.373446027056641,181.22145448698586,6.819856335357552,5.6709464131564395
21,56.374086706795374,1015.8158976574235,14.0,10,2718.9198733949606,1.8970041267590068,7.523271676018156,196.66935347734193,9.02108005312186,7.395588520035055
22,48.199032038163324,1015.5684138304181,14.0,11,2797.8225317739407,2.083784283352069,7.445295674306919,210.74301515165507,9.878837790498686,7.972659091635871
23,41.90658641962805,1016.208740046542,14.0,12,2759.292575619523,2.2318714628654877,7.554942127044525,215.39960897037705,10.536044115311766,8.435090396621158
24,36.922346891757314,1013.5564847968058,15.0,1,2653.3857790639518,2.7892746882616968,8.20349660498406,212.2220824956416,11.662902102828486,9.32121283608574
25,36.38837164614808,1013.7862421727858,15.0,2,2697.461884468624,2.754247251040117,8.294776618121578,210.21406512874034,11.102892134307004,8.86360671334331
26,35.745801085380755,1013.7208652064817,15.0,3,2757.975708332008,2.4171537117226722,7.747553554950575,216.53594054310926,10.658263274064836,8.644268119486966
27,40.194447038853355,1014.7790169539052,15.0,4,2700.832487427998,1.9216033063286129,7.884341843200267,198.72863446418327,8.236363264739726,6.790309525167907
28,46.99297462064789,1015.6481100158229,15.0,5,2528.4070204447034,1.3485808667179386,7.418001572380903,185.54480739463008,6.437710597332289,5.412634708490004
29,54.46871925526854,1013.7289265848365,15.0,6,2591.321569443388,1.194286258402665,7.268284244453392,200.1650296916049,6.012886418644066,5.081637665587948
30,62.12743190793443,1014.3001640046008,15.0,7,2367.9344839440228,1.1173318675574466,7.349191629960092,194.85850011419427,5.469585235819962,4.616991909687724
31,66.16151997804577,1015.3185866043043,15.0,8,2627.789327018199,1.0037485159249588,7.146937281574804,194.93833713993612,5.659339353523221,4.7538112637748355
32,63.44909734732542,1018.2641731820536,15.0,9,2669.89897459043,1.2748155226800635,7.3734461593621266,181.2214568695264,6.8198559012755515,5.670946068753219
33,56.37408473781155,1015.8158986392341,15.0,10,2718.9198253757486,1.897003761215893,7.52327087231697,196.6693514884819,9.021080057310149,7.395588576603199
34,48.199029539702,1015.5684144851432,15.0,11,2797.8225417816047,2.0837838767393544,7.445294828230272,210.74301886438144,9.878837951197285,7.972659212868146
35,41.90658317863589,1016.2087395096332,15.0,12,2759.292634698913,2.231871043465998,7.554941193579743,215.39961918171707,10.536044510255511,8.435090646582967
36,36.922356823621186,1013.5564823113356,28.0,1,2653.3858522687256,2.7892760354503348,8.20349886121362,212.22207109625606,11.662900577101519,9.321211740223154
37,36.38838571156101,1013.7862349368185,28.0,2,2697.4615347203044,2.7542491655384818,8.294779482309862,210.21405976545321,11.102891539452274,8.863606389647899
38,35.74580214827929,1013.7208683902447,28.0,3,2757.975222534034,2.417154720387843,7.747555331882502,216.5359715043899,10.658262037026962,8.644267129431263
39,40.19444526207634,1014.7790176220418,28.0,4,2700.8317298472075,1.9216040373964396,7.884343491622018,198.72861926296395,8.236362417132598,6.790308911749967
40,46.99296906252978,1015.6481076879583,28.0,5,2528.405955216541,1.348581411288056,7.418002912970843,185.54480815973722,6.437710099007546,5.412634340884739
41,54.46871541803576,1013.7289273114709,28.0,6,2591.3209565187253,1.194286737201078,7.268285605305077,200.165011975906,6.012885739556839,5.0816371478013185
42,62.127430473562704,1014.3001652987857,28.0,7,2367.9339246879745,1.1173323680547327,7.349192850993018,194.85849397862208,5.469584614655407,4.6169913358829024
43,66.16152116537607,1015.3185869509255,28.0,8,2627.7887349154807,1.003748951077408,7.146937675228311,194.9383340439275,5.659340243896737,4.753811943508692
44,63.449102375161694,1018.2641738510256,28.0,9,2669.8991723269355,1.274815805028385,7.373445831131383,181.22145095878847,6.819856978170106,5.670946923167714
45,56.37408962257516,1015.8158962035043,28.0,10,2718.919944504456,1.8970046680753998,7.523272866183175,196.66935642255547,9.02108004691961,7.395588436265827
46,48.19903573802257,1015.5684128608651,28.0,11,2797.8225169540415,2.083784885486591,7.445296927223857,210.74300965364526,9.878837552527346,7.972658912108432
47,41.9065912190679,1016.2087408416259,28.0,12,2759.2924881315066,2.2318720839353703,7.55494350937063,215.3995938488618,10.5360435304573,8.43509002646393
48,36.922352763127854,1013.556483327483,29.0,1,2653.385822340054,2.7892754846724985,8.20349793878806,212.2220757567236,11.66290120087207,9.321212188250112
49,36.38837996112824,1013.7862378951352,29.0,2,2697.4616777096508,2.754248382824586,8.294778311329509,210.21406195815263,11.102891782649694,8.863606521985906
50,35.74580171372919,1013.7208670886113,29.0,3,2757.9754211452378,2.4171543080102413,7.747554605410579,216.53595884633546,10.658262542771315,8.644267534200667
51,40.194445988484944,1014.7790173488843,29.0,4,2700.8320395727337,1.9216037385103413,7.884342817689549,198.72862547775412,8.23636276366404,6.790309162536677
52,46.99297133488288,1015.6481086396709,29.0,5,2528.4063907190734,1.3485811886487447,7.4180023648907865,185.5448078469347,6.437710302740132,5.4126344911746305
53,54.46871698683074,1013.7289270143975,29.0,6,2591.321207103766,1.1942865414515398,7.268285048941309,200.16501921870338,6.012886017191451,5.081637359490604
54,62.12743105998405,1014.3001647696778,29.0,7,2367.934153331408,1.117332163433936,7.349192351792049,194.85849648705863,5.469584868609204,4.616991570474385
55,66.16152067995392,1015.3185868092147,29.0,8,2627.788976987783,1.0037487731718664,7.146937514288989,194.93833530968416,5.659339879880902,4.753811665609717
56,63.44910031960637,1018.2641735775265,29.0,9,2669.899091485336,1.2748156895945155,7.373445965323592,181.2214533753049,6.819856537897947,5.6709465738531835
57,56.37408762551295,1015.8158971993158,29.0,10,2718.9198958004736,1.8970042973195138,7.523272051020931,196.66935440533365,9.02108005116763,7.395588493640655
58,48.19903320393232,1015.5684135249269,29.0,11,2797.822527104418,2.083784473075437,7.445296069081862,210.74301341931638,9.878837715517564,7.972659035069524
59,41.90658793185806,1016.2087402970609,29.0,12,2759.2925480533886,2.231871658555098,7.554942562594316,215.39960420581914,10.53604393103308,8.435090279990284
60,36.92234871095478,1013.5564843415477,30.0,1,2653.3857924727076,2.78927493502325,8.203497018252623,212.2220804076414,11.662901823364463,9.321212635359023
61,36.38837422247856,1013.7862408473898,30.0,2,2697.4618204060002,2.7542476017145336,8.29477714274859,210.2140641463589,11.102892025348782,8.863606654052742
62,35.74580128006952,1013.7208657896444,30.0,3,2757.9756193494704,2.4171538964776333,7.747553880427254,216.53594621421834,10.658263047479355,8.644267938140661
63,40.19444671340506,1014.7790170762863,30.0,4,2700.832348663606,1.9216034402366846,7.884342145138021,198.72863167980964,8.23636310948541,6.7903094128095045
64,46.99297360257973,1015.648109589433,30.0,5,2528.406825329225,1.3485809664656387,7.418001817933788,185.54480753477304,6.437710506055251,5.412634641156562
65,54.468718552411126,1013.7289267179325,30.0,6,2591.3214571753374,1.194286346103108,7.268284493717576,200.16502644665962,6.012886294257165,5.081637570746119
66,62.12743164520374,1014.3001642416538,30.0,7,2367.934381506333,1.117331959232424,7.349191853613983,194.85849899035512,5.46958512204263,4.616991804585168
67,66.16152019552642,1015.3185866677942,30.0,8,2627.789218564058,1.0037485956308674,7.146937353679443,194.9383365728471,5.659339516610962,4.753811388280178
68,63.44909826826303,1018.2641733045876,30.0,9,2669.899010809387,1.2748155743971792,7.373446099240829,181.22145578686965,6.8198560985279375,5.670946225254426
69,56.37408563254287,1015.8158981930869,30.0,10,2718.9198471962895,1.8970039273233363,7.523271237529018,196.66935239224523,9.021080055406937,7.395588550897915
70,48.19903067503462,1015.5684141876278,30.0,11,2797.822537233995,2.083784061509347,7.44529521269827,210.74301717727133,9.878837878173798,7.972659157778657
71,41.90658465138399,1016.2087397536114,30.0,12,2759.292607852486,2.2318712340464644,7.554941617758021,215.39961454155417,10.536044330788048,8.43509053299714
72,36.92234063156015,1013.5564863634337,32.0,1,2653.3857329219263,2.78927383910925,8.203495182850002,212.22208968083882,11.662903064516218,9.321213526823751
73,36.38836278051528,1013.7862467337204,32.0,2,2697.462104920038,2.754246044304161,8.294774812782357,210.21406850929765,11.102892509252523,8.8636069173732
74,35.745800415420476,1013.7208631997099,32.0,3,2757.976014537483,2.4171530759464543,7.747552434924732,216.5359210277672,10.658264053787667,8.64426874353337
75,40.194448158781555,1014.779016532769,32.0,4,2700.8329649421066,1.9216028455260086,7.884340804176242,198.72864404573127,8.236363798998735,6.7903099118140915
76,46.99297812400997,1015.6481114831095,32.0,5,2528.4076918733917,1.3485805234675323,7.418000727387711,185.54480691237205,6.437710911433568,5.4126349401969085
77,54.46872167393175,1013.7289261268282,32.0,6,2591.3219557786515,1.1942859566091135,7.26828338668893,200.1650408580657,6.01288684668255,5.081637991956334
78,62.127432812039636,1014.3001631888574,32.0,7,2367.934836451183,1.1173315520867828,7.349190860325413,194.858503981534,5.469585627348948,4.616992271365187
79,66.16151922965433,1015.3185863858241,32.0,8,2627.78970022909,1.0037482416420886,7.1469370334493165,194.93833909139508,5.659338792307941,4.753810835328773
80,63.44909417820764,1018.2641727603907,32.0,9,2669.898849954256,1.2748153447118404,7.373446366250703,181.22146059514986,6.819855222493369,5.670945530203429
81,56.37408165887454,1015.8159001745096,32.0,10,2718.9197502872057,1.8970031896092547,7.523269615554319,196.66934837846418,9.021080063859458,7.395588665059872
82,48.19902563281107,1015.5684155089492,32.0,11,2797.822557430776,2.08378324091141,7.445293505204318,210.74302467004142,9.878838202484705,7.972659402441337
83,41.906578110635536,1016.2087386700592,32.0,12,2759.292727082465,2.231870387643133,7.554939733903319,215.39963514938145,10.536045127836466,8.435091037452949
84,36.92233660433419,1013.5564873712556,33.0,1,2653.3857032384585,2.789273292843905,8.20349426798182,212.2220943031234,11.662903683176252,9.321213971180047
85,36.38835707719547,1013.7862496677997,33.0,2,2697.4622467378813,2.754245268002995,8.29477365139578,210.21407068403238,11.10289275045744,8.863607048626971
86,35.74579998443062,1013.7208619087405,33.0,3,2757.9762115214767,2.4171526669474375,7.747551714404751,216.53590847341943,10.658264555388486,8.644269144986518
87,40.19444887923872,1014.7790162618493,33.0,4,2700.833272130069,1.9216025490886666,7.884340135765263,198.72865020960407,8.236364142691064,6.79031016054612
88,46.9929803777458,1015.6481124270247,33.0,5,2528.4081238078766,1.3485803026522916,7.418000183798042,185.54480660213227,6.437711113496984,5.412635089255482
89,54.468723229873696,1013.7289258321887,33.0,6,2591.322204310664,1.1942857624633398,7.268282834883419,200.16504804152325,6.012887122042517,5.081638201911262
90,62.12743339365646,1014.3001626640843,33.0,7,2367.9350632213545,1.1173313491424326,7.34919036521437,194.85850646941904,5.469585879222118,4.616992504034674
91,66.16151874820922,1015.3185862452742,33.0,8,2627.7899403181073,1.0037480651941166,7.146936873828561,194.93834034678142,5.659338431274465,4.753810559706607
92,63.44909213949336,1018.2641724891324,33.0,9,2669.8987697749867,1.2748152302237143,7.373446499343483,181.2214629918679,6.819854785828332,5.6709451837508125
93,56.37407967817414,1015.8159011621626,33.0,10,2718.9197019822523,1.8970028218909503,7.523268807070651,196.66934637776936,9.02108006807267,7.3955887219646295
94,48.19902311948248,1015.5684161675705,33.0,11,2797.822567497991,2.0837828318791165,7.445292654093031,210.74302840486058,9.87883836413955,7.972659524395016
95,41.90657485035762,1016.2087381299557,33.0,12,2759.2927865134106,2.231869965747977,7.554938794883887,215.39964542148485,10.536045525130353,8.435091288902175
96,36.92233258541975,1013.5564883769974,34.0,1,2653.3856736162516,2.789272747705959,8.203493355001774,212.22209891586837,11.662904300559473,9.321214414619268
97,36.38835138564635,1013.7862525958234,34.0,2,2697.4623882630353,2.754244493303984,8.294772492406109,210.2140728542788,11.10289299116455,8.86360717960985
98,35.74579955433026,1013.7208606204352,34.0,3,2757.976408098928,2.4171522587925263,7.747550995371801,216.53589594498172,10.658265055954082,8.644269545611134
99,40.19444959820898,1014.7790159914887,34.0,4,2700.833578684046,1.9216022532631214,7.884339468733771,198.72865636075562,8.23636448567407,6.790310408764808
100,46.992982626830305,1015.6481133689917,34.0,5,2528.4085548509206,1.3485800822927765,7.417999641330249,185.54480629253277,6.437711315143375,5.412635238006423
101,54.46872478260442,1013.7289255381571,34.0,6,2591.322452329747,1.1942855687182503,7.26828228421674,200.16505521015534,6.012887396834185,5.081638411432876
