"","lon","lat","temp"
"1",-73,41,4.13499990757555
"2",-72.98,41,4.10999990813434
"3",-72.96,41,4.10999990813434
"4",-72.94,41,4.10999990813434
"5",-72.92,41,4.10999990813434
"6",-72.9,41,4.16999990679324
"7",-72.88,41,4.16999990679324
"8",-72.86,41,4.16999990679324
"9",-72.84,41,4.16999990679324
"10",-72.82,41,4.08999990858138
"11",-72.8,41,4.08999990858138
"12",-72.78,41,4.08999990858138
"13",-72.76,41,4.08999990858138
"14",-72.74,41,4.03499990981072
"15",-72.72,41,4.03499990981072
"16",-72.7,41,4.03499990981072
"17",-72.68,41,4.03499990981072
"18",-72.66,41,3.79499991517514
"19",-72.64,41,3.79499991517514
"20",-72.62,41,3.79499991517514
"21",-72.6,41,3.79499991517514
"22",-72.58,41,3.12499993015081
"23",-72.56,41,3.12499993015081
"24",-72.54,41,3.12499993015081
"25",-72.52,41,3.12499993015081
"26",-72.5,41,3.12499993015081
"27",-72.48,41,3.08999993093312
"28",-72.46,41,3.08999993093312
"29",-72.44,41,3.08999993093312
"30",-72.42,41,3.08999993093312
"31",-72.4,41,2.94999993406236
"32",-72.38,41,2.94999993406236
"33",-72.36,41,2.94999993406236
"34",-72.34,41,2.94999993406236
"35",-72.32,41,NA
"36",-72.3,41,NA
"37",-72.28,41,NA
"38",-72.26,41,NA
"39",-72.24,41,5.53999987617135
"40",-72.22,41,5.53999987617135
"41",-72.2,41,5.53999987617135
"42",-72.18,41,5.53999987617135
"43",-72.16,41,5.78999987058342
"44",-72.14,41,5.78999987058342
"45",-72.12,41,5.78999987058342
"46",-72.1,41,5.78999987058342
"47",-72.08,41,5.85499986913055
"48",-72.06,41,5.85499986913055
"49",-72.04,41,5.85499986913055
"50",-72.02,41,5.85499986913055
"51",-72,41,5.85499986913055
"52",-71.98,41,6.17499986197799
"53",-71.96,41,6.17499986197799
"54",-71.94,41,6.17499986197799
"55",-71.92,41,6.17499986197799
"56",-71.9,41,6.2849998595193
"57",-71.88,41,6.2849998595193
"58",-71.86,41,6.2849998595193
"59",-71.84,41,6.2849998595193
"60",-71.82,41,6.32999985851347
"61",-71.8,41,6.32999985851347
"62",-71.78,41,6.32999985851347
"63",-71.76,41,6.32999985851347
"64",-71.74,41,6.77499984856695
"65",-71.72,41,6.77499984856695
"66",-71.7,41,6.77499984856695
"67",-71.68,41,6.77499984856695
"68",-71.66,41,7.41499983426183
"69",-71.64,41,7.41499983426183
"70",-71.62,41,7.41499983426183
"71",-71.6,41,7.41499983426183
"72",-71.58,41,8.15999981760979
"73",-71.56,41,8.15999981760979
"74",-71.54,41,8.15999981760979
"75",-71.52,41,8.15999981760979
"76",-71.5,41,8.15999981760979
"77",-71.48,41,8.34999981336296
"78",-71.46,41,8.34999981336296
"79",-71.44,41,8.34999981336296
"80",-71.42,41,8.34999981336296
"81",-71.4,41,8.21999981626868
"82",-71.38,41,8.21999981626868
"83",-71.36,41,8.21999981626868
"84",-71.34,41,8.21999981626868
"85",-71.32,41,8.01999982073903
"86",-71.3,41,8.01999982073903
"87",-71.28,41,8.01999982073903
"88",-71.26,41,8.01999982073903
"89",-71.24,41,7.91499982308596
"90",-71.22,41,7.91499982308596
"91",-71.2,41,7.91499982308596
"92",-71.18,41,7.91499982308596
"93",-71.16,41,7.81499982532114
"94",-71.14,41,7.81499982532114
"95",-71.12,41,7.81499982532114
"96",-71.1,41,7.81499982532114
"97",-71.08,41,7.76999982632697
"98",-71.06,41,7.76999982632697
"99",-71.04,41,7.76999982632697
"100",-71.02,41,7.76999982632697
"101",-71,41,7.76999982632697
"102",-70.98,41,7.8099998254329
"103",-70.96,41,7.8099998254329
"104",-70.94,41,7.8099998254329
"105",-70.92,41,7.8099998254329
"106",-70.9,41,7.73999982699752
"107",-70.88,41,7.73999982699752
"108",-70.86,41,7.73999982699752
"109",-70.84,41,7.73999982699752
"110",-70.82,41,7.58499983046204
"111",-70.8,41,7.58499983046204
"112",-70.78,41,7.58499983046204
"113",-70.76,41,7.58499983046204
"114",-70.74,41,7.46499983314425
"115",-70.72,41,7.46499983314425
"116",-70.7,41,7.46499983314425
"117",-70.68,41,7.46499983314425
"118",-70.66,41,7.29499983694404
"119",-70.64,41,7.29499983694404
"120",-70.62,41,7.29499983694404
"121",-70.6,41,7.29499983694404
"122",-70.58,41,7.11499984096736
"123",-70.56,41,7.11499984096736
"124",-70.54,41,7.11499984096736
"125",-70.52,41,7.11499984096736
"126",-70.5,41,7.11499984096736
"127",-70.48,41,6.91499984543771
"128",-70.46,41,6.91499984543771
"129",-70.44,41,6.91499984543771
"130",-70.42,41,6.91499984543771
"131",-70.4,41,6.56499985326082
"132",-70.38,41,6.56499985326082
"133",-70.36,41,6.56499985326082
"134",-70.34,41,6.56499985326082
"135",-70.32,41,6.16999986208975
"136",-70.3,41,6.16999986208975
"137",-70.28,41,6.16999986208975
"138",-70.26,41,6.16999986208975
"139",-70.24,41,5.91999986767769
"140",-70.22,41,5.91999986767769
"141",-70.2,41,5.91999986767769
"142",-70.18,41,5.91999986767769
"143",-70.16,41,5.73499987181276
"144",-70.14,41,5.73499987181276
"145",-70.12,41,5.73499987181276
"146",-70.1,41,5.73499987181276
"147",-70.08,41,5.73499987181276
"148",-70.06,41,5.73499987181276
"149",-70.04,41,5.73499987181276
"150",-70.02,41,5.73499987181276
"151",-70,41,5.73499987181276
"152",-69.98,41,5.79499987047166
"153",-69.96,41,5.79499987047166
"154",-69.94,41,5.79499987047166
"155",-69.92,41,5.79499987047166
"156",-69.9,41,5.99499986600131
"157",-69.88,41,5.99499986600131
"158",-69.86,41,5.99499986600131
"159",-69.84,41,5.99499986600131
"160",-69.82,41,6.3449998581782
"161",-69.8,41,6.3449998581782
"162",-69.78,41,6.3449998581782
"163",-69.76,41,6.3449998581782
"164",-69.74,41,6.61499985214323
"165",-69.72,41,6.61499985214323
"166",-69.7,41,6.61499985214323
"167",-69.68,41,6.61499985214323
"168",-69.66,41,6.91999984532595
"169",-69.64,41,6.91999984532595
"170",-69.62,41,6.91999984532595
"171",-69.6,41,6.91999984532595
"172",-69.58,41,7.26999983750284
"173",-69.56,41,7.26999983750284
"174",-69.54,41,7.26999983750284
"175",-69.52,41,7.26999983750284
"176",-69.5,41,7.26999983750284
"177",-69.48,41,7.42499983403832
"178",-69.46,41,7.42499983403832
"179",-69.44,41,7.42499983403832
"180",-69.42,41,7.42499983403832
"181",-69.4,41,7.48999983258545
"182",-69.38,41,7.48999983258545
"183",-69.36,41,7.48999983258545
"184",-69.34,41,7.48999983258545
"185",-69.32,41,7.56499983090907
"186",-69.3,41,7.56499983090907
"187",-69.28,41,7.56499983090907
"188",-69.26,41,7.56499983090907
"189",-69.24,41,7.79499982576817
"190",-69.22,41,7.79499982576817
"191",-69.2,41,7.79499982576817
"192",-69.18,41,7.79499982576817
"193",-69.16,41,7.86999982409179
"194",-69.14,41,7.86999982409179
"195",-69.12,41,7.86999982409179
"196",-69.1,41,7.86999982409179
"197",-69.08,41,7.92999982275069
"198",-69.06,41,7.92999982275069
"199",-69.04,41,7.92999982275069
"200",-69.02,41,7.92999982275069
"201",-69,41,7.92999982275069
"202",-68.98,41,8.04999982006848
"203",-68.96,41,8.04999982006848
"204",-68.94,41,8.04999982006848
"205",-68.92,41,8.04999982006848
"206",-68.9,41,8.20499981660396
"207",-68.88,41,8.20499981660396
"208",-68.86,41,8.20499981660396
"209",-68.84,41,8.20499981660396
"210",-68.82,41,8.28999981470406
"211",-68.8,41,8.28999981470406
"212",-68.78,41,8.28999981470406
"213",-68.76,41,8.28999981470406
"214",-68.74,41,8.20499981660396
"215",-68.72,41,8.20499981660396
"216",-68.7,41,8.20499981660396
"217",-68.68,41,8.20499981660396
"218",-68.66,41,7.94499982241541
"219",-68.64,41,7.94499982241541
"220",-68.62,41,7.94499982241541
"221",-68.6,41,7.94499982241541
"222",-68.58,41,8.0649998197332
"223",-68.56,41,8.0649998197332
"224",-68.54,41,8.0649998197332
"225",-68.52,41,8.0649998197332
"226",-68.5,41,8.0649998197332
"227",-68.48,41,8.03499982040375
"228",-68.46,41,8.03499982040375
"229",-68.44,41,8.03499982040375
"230",-68.42,41,8.03499982040375
"231",-68.4,41,7.90999982319772
"232",-68.38,41,7.90999982319772
"233",-68.36,41,7.90999982319772
"234",-68.34,41,7.90999982319772
"235",-68.32,41,7.67999982833862
"236",-68.3,41,7.67999982833862
"237",-68.28,41,7.67999982833862
"238",-68.26,41,7.67999982833862
"239",-68.24,41,7.64499982912093
"240",-68.22,41,7.64499982912093
"241",-68.2,41,7.64499982912093
"242",-68.18,41,7.64499982912093
"243",-68.16,41,7.49999983236194
"244",-68.14,41,7.49999983236194
"245",-68.12,41,7.49999983236194
"246",-68.1,41,7.49999983236194
"247",-68.08,41,7.47999983280897
"248",-68.06,41,7.47999983280897
"249",-68.04,41,7.47999983280897
"250",-68.02,41,7.47999983280897
"251",-68,41,7.47999983280897
"252",-67.98,41,7.46999983303249
"253",-67.96,41,7.46999983303249
"254",-67.94,41,7.46999983303249
"255",-67.92,41,7.46999983303249
"256",-67.9,41,7.48499983269721
"257",-67.88,41,7.48499983269721
"258",-67.86,41,7.48499983269721
"259",-67.84,41,7.48499983269721
"260",-67.82,41,7.52499983180314
"261",-67.8,41,7.52499983180314
"262",-67.78,41,7.52499983180314
"263",-67.76,41,7.52499983180314
"264",-67.74,41,7.62499982956797
"265",-67.72,41,7.62499982956797
"266",-67.7,41,7.62499982956797
